Nouvelle acquisition du 22/11/2018 19:29:20
Date;Montée (s);Palier (s);Temp (°C);Negative_Reference_Load_Limit;Positive_Reference_Load_Limit;Load;JT1A;JT2A;JT1B;NA
20:53:24:308;1200;0;-55;-0,00;0,00;0,00;5004,8125;5000,48569;5006,50489;5002,15703;
20:53:25:340;1200;0;-55;-0,00;0,00;0,00;5004,80424;5000,50012;5006,50191;5002,14997;
20:53:26:343;1200;0;-55;-0,00;0,00;0,00;5004,80584;5000,48784;5006,50138;5002,15052;
20:53:27:359;1200;0;-55;-0,00;0,00;0,00;5004,81113;5000,49396;5006,50574;5002,15103;
20:53:28:360;1200;0;-55;-0,00;0,00;0,00;5004,80086;5000,49678;5006,50026;5002,15092;
20:53:29:377;1200;0;-55;-0,00;0,00;0,00;5004,80038;5000,48083;5006,49295;5002,14654;
20:53:30:410;1200;0;-55;-0,00;0,00;0,00;5004,79811;5000,47738;5006,49774;5002,14866;
20:53:31:396;1200;0;-55;-0,00;0,00;0,00;5004,80851;5000,48273;5006,49232;5002,14876;
20:53:32:414;1200;0;-55;-0,00;0,00;0,00;5004,79729;5000,46982;5006,49323;5002,14827;
20:53:33:431;1200;0;-55;-0,00;0,00;0,00;5004,80231;5000,47643;5006,49502;5002,13917;
20:53:34:447;1200;0;-55;-0,00;0,00;0,00;5004,79033;5000,47953;5006,49523;5002,13583;
20:53:35:465;1200;0;-55;-0,00;0,00;0,00;5004,7983;5000,47438;5006,4943;5002,14399;
20:53:36:483;1200;0;-55;-0,00;0,00;0,00;5004,80705;5000,46792;5006,48642;5002,15031;
20:53:37:484;1200;0;-55;-0,00;0,00;0,00;5004,79122;5000,47546;5006,48745;5002,1447;
20:53:38:517;1200;0;-55;-0,00;0,00;0,00;5004,79212;5000,48236;5006,48171;5002,13296;
20:53:39:516;1200;0;-55;-0,00;0,00;0,00;5004,79955;5000,48105;5006,48778;5002,13513;
20:53:40:554;1200;0;-55;-0,00;0,00;0,00;5004,7937;5000,48233;5006,48613;5002,13356;
20:53:41:537;1200;0;-55;-0,00;0,00;0,00;5004,79704;5000,47937;5006,48401;5002,13362;
20:53:42:571;1200;0;-55;-0,00;0,00;0,00;5004,78336;5000,45987;5006,49218;5002,14088;
20:53:43:573;1200;0;-55;-0,00;0,00;0,00;5004,77377;5000,4717;5006,4816;5002,12656;
20:53:44:605;1200;0;-55;-0,00;0,00;0,00;5004,78647;5000,47654;5006,47791;5002,12464;
20:53:45:608;1200;0;-55;-0,00;0,00;0,00;5004,78666;5000,46379;5006,48426;5002,13162;
20:53:46:625;1200;0;-55;-0,00;0,00;0,00;5004,78606;5000,47488;5006,48008;5002,122;
20:53:47:626;1200;0;-55;-0,00;0,00;0,00;5004,78177;5000,4709;5006,4764;5002,12865;
20:53:48:658;1200;0;-55;-0,00;0,00;0,00;5004,77713;5000,45894;5006,47679;5002,12673;
20:53:49:675;1200;0;-55;-0,00;0,00;0,00;5004,78031;5000,45814;5006,47259;5002,1299;
20:53:50:675;1200;0;-55;-0,00;0,00;0,00;5004,78127;5000,46108;5006,47312;5002,12975;
20:53:51:695;1200;0;-55;-0,00;0,00;0,00;5004,77199;5000,44828;5006,46483;5002,1325;
20:53:52:695;1200;0;-55;-0,00;0,00;0,00;5004,78323;5000,45681;5006,46564;5002,1264;
20:53:53:729;1200;0;-55;-0,00;0,00;0,00;5004,7719;5000,45114;5006,47097;5002,12893;
20:53:54:762;1200;0;-55;-0,00;0,00;0,00;5004,77513;5000,45297;5006,47146;5002,12182;
20:53:55:731;1200;0;-55;-0,00;0,00;0,00;5004,78133;5000,45399;5006,47228;5002,12267;
20:53:56:748;1200;0;-55;-0,00;0,00;0,00;5004,76841;5000,45594;5006,47569;5002,12091;
20:53:57:750;1200;0;-55;-0,00;0,00;0,00;5004,76487;5000,45014;5006,47434;5002,11226;
20:53:58:798;1200;0;-55;-0,00;0,00;0,00;5004,77249;5000,44736;5006,46831;5002,11858;
20:53:59:784;1200;0;-55;-0,00;0,00;0,00;5004,76609;5000,45278;5006,46963;5002,11505;
20:54:0:817;1200;0;-55;-0,00;0,00;0,00;5004,7682;5000,45453;5006,4692;5002,10555;
20:54:1:835;1200;0;-55;-0,00;0,00;0,00;5004,7812;5000,4532;5006,45905;5002,10972;
20:54:2:836;1200;0;-55;-0,00;0,00;0,00;5004,78105;5000,4527;5006,46538;5002,11185;
20:54:3:854;1200;0;-55;-0,00;0,00;0,00;5004,77363;5000,44167;5006,46281;5002,11354;
20:54:4:872;1200;0;-55;-0,00;0,00;0,00;5004,77121;5000,45177;5006,46445;5002,11778;
20:54:5:889;1200;0;-55;-0,00;0,00;0,00;5004,75773;5000,45057;5006,46709;5002,10977;
20:54:6:937;1200;0;-55;-0,00;0,00;0,00;5004,76818;5000,45094;5006,46068;5002,10159;
20:54:7:906;1200;0;-55;-0,00;0,00;0,00;5004,76037;5000,4538;5006,46179;5002,10538;
20:54:8:939;1200;0;-55;-0,00;0,00;0,00;5004,76854;5000,4534;5006,45762;5002,10304;
20:54:9:940;1200;0;-55;-0,00;0,00;0,00;5004,75904;5000,44082;5006,45452;5002,10581;
20:54:10:927;1200;0;-55;-0,00;0,00;0,00;5004,77321;5000,44261;5006,44887;5002,10694;
20:54:11:960;1200;0;-55;-0,00;0,00;0,00;5004,76121;5000,44088;5006,4485;5002,10482;
20:54:12:994;1200;0;-55;-0,00;0,00;0,00;5004,76414;5000,43953;5006,44695;5002,09755;
20:54:14:10;1200;0;-55;-0,00;0,00;0,00;5004,75954;5000,43279;5006,4536;5002,10032;
20:54:15:82;1200;0;-55;-0,00;0,00;0,00;5004,75263;5000,43684;5006,4541;5002,09805;
20:54:16:29;1200;0;-55;-0,00;0,00;0,00;5004,75497;5000,44019;5006,44241;5002,09547;
20:54:17:51;1200;0;-55;-0,00;0,00;0,00;5004,75906;5000,43019;5006,44733;5002,09579;
20:54:18:48;1200;0;-55;-0,00;0,00;0,00;5004,75528;5000,44036;5006,44335;5002,09617;
20:54:19:80;1200;0;-55;-0,00;0,00;0,00;5004,75881;5000,43793;5006,44032;5002,0934;
20:54:20:67;1200;0;-55;-0,00;0,00;0,00;5004,76182;5000,42671;5006,44133;5002,08642;
20:54:21:99;1200;0;-55;-0,00;0,00;0,00;5004,75203;5000,43092;5006,43723;5002,09549;
20:54:22:117;1200;0;-55;-0,00;0,00;0,00;5004,74057;5000,43367;5006,43509;5002,09201;
20:54:23:135;1200;0;-55;-0,00;0,00;0,00;5004,7483;5000,42065;5006,4409;5002,09009;
20:54:24:136;1200;0;-55;-0,00;0,00;0,00;5004,74973;5000,43206;5006,43081;5002,09018;
20:54:25:152;1200;0;-55;-0,00;0,00;0,00;5004,74289;5000,43625;5006,4345;5002,08986;
20:54:26:154;1200;0;-55;-0,00;0,00;0,00;5004,7615;5000,43752;5006,43406;5002,0832;
20:54:27:172;1200;0;-55;-0,00;0,00;0,00;5004,74911;5000,41946;5006,43373;5002,08636;
20:54:28:207;1200;0;-55;-0,00;0,00;0,00;5004,7465;5000,41487;5006,43803;5002,08436;
20:54:29:207;1200;0;-55;-0,00;0,00;0,00;5004,74767;5000,41656;5006,43652;5002,08497;
20:54:30:222;1200;0;-55;-0,00;0,00;0,00;5004,72987;5000,43303;5006,43681;5002,08323;
20:54:31:255;1200;0;-55;-0,00;0,00;0,00;5004,73995;5000,42144;5006,42852;5002,08589;
20:54:32:258;1200;0;-55;-0,00;0,00;0,00;5004,73578;5000,4258;5006,4328;5002,08829;
20:54:33:290;1200;0;-55;-0,00;0,00;0,00;5004,74348;5000,40927;5006,43597;5002,08759;
20:54:34:277;1200;0;-55;-0,00;0,00;0,00;5004,75035;5000,42133;5006,4324;5002,08076;
20:54:35:294;1200;0;-55;-0,00;0,00;0,00;5004,74702;5000,40969;5006,42248;5002,07994;
20:54:36:310;1200;0;-55;-0,00;0,00;0,00;5004,74543;5000,41842;5006,4273;5002,08402;
20:54:37:344;1200;0;-55;-0,00;0,00;0,00;5004,73725;5000,4149;5006,42945;5002,07482;
20:54:38:315;1200;0;-55;-0,00;0,00;0,00;5004,74086;5000,4187;5006,43211;5002,08202;
20:54:39:347;1200;0;-55;-0,00;0,00;0,00;5004,7351;5000,4061;5006,4281;5002,07569;
20:54:40:375;1200;0;-55;-0,00;0,00;0,00;5004,73566;5000,40957;5006,42165;5002,08054;
20:54:41:396;1200;0;-55;-0,00;0,00;0,00;5004,73643;5000,41489;5006,41724;5002,07446;
20:54:42:398;1200;0;-55;-0,00;0,00;0,00;5004,72853;5000,41003;5006,41669;5002,0695;
20:54:43:431;1200;0;-55;-0,00;0,00;0,00;5004,7213;5000,40337;5006,4168;5002,06967;
20:54:44:416;1200;0;-55;-0,00;0,00;0,00;5004,72896;5000,40541;5006,41679;5002,06919;
20:54:45:434;1200;0;-55;-0,00;0,00;0,00;5004,73182;5000,39108;5006,41936;5002,06632;
20:54:46:466;1200;0;-55;-0,00;0,00;0,00;5004,72727;5000,3905;5006,41974;5002,07039;
20:54:47:436;1200;0;-55;-0,00;0,00;0,00;5004,73296;5000,38969;5006,41875;5002,06551;
20:54:48:470;1200;0;-55;-0,00;0,00;0,00;5004,73145;5000,39563;5006,41586;5002,05791;
20:54:49:536;1200;0;-55;-0,00;0,00;0,00;5004,72507;5000,40163;5006,41554;5002,06036;
20:54:50:490;1200;0;-55;-0,00;0,00;0,00;5004,72168;5000,40705;5006,41912;5002,0535;
20:54:51:505;1200;0;-55;-0,00;0,00;0,00;5004,71558;5000,42001;5006,40754;5002,05859;
20:54:52:539;1200;0;-55;-0,00;0,00;0,00;5004,72544;5000,40743;5006,41226;5002,06398;
20:54:53:542;1200;0;-55;-0,00;0,00;0,00;5004,72138;5000,41294;5006,41216;5002,05571;
20:54:54:557;1200;0;-55;-0,00;0,00;0,00;5004,71768;5000,40602;5006,41177;5002,05449;
20:54:55:590;1200;0;-55;-0,00;0,00;0,00;5004,71313;5000,4074;5006,4093;5002,05813;
20:54:56:607;1200;0;-55;-0,00;0,00;0,00;5004,70477;5000,39082;5006,40893;5002,05358;
20:54:57:578;1200;0;-55;-0,00;0,00;0,00;5004,70826;5000,39912;5006,40952;5002,05112;
20:54:58:634;1200;0;-55;-0,00;0,00;0,00;5004,71733;5000,3869;5006,40776;5002,05224;
20:54:59:628;1200;0;-55;-0,00;0,00;0,00;5004,71366;5000,39751;5006,40143;5002,04249;
20:55:0:669;1200;0;-55;-0,00;0,00;0,00;5004,71245;5000,39322;5006,40277;5002,03992;
20:55:1:678;1200;0;-55;-0,00;0,00;0,00;5004,70767;5000,38649;5006,3992;5002,05228;
20:55:2:682;1200;0;-55;-0,00;0,00;0,00;5004,70773;5000,39795;5006,39723;5002,05738;
20:55:3:667;1200;0;-55;-0,00;0,00;0,00;5004,70766;5000,37052;5006,39816;5002,04887;
20:55:4:698;1200;0;-55;-0,00;0,00;0,00;5004,702;5000,38496;5006,39785;5002,05086;
20:55:5:731;1200;0;-55;-0,00;0,00;0,00;5004,70919;5000,38425;5006,39685;5002,04422;
20:55:6:748;1200;0;-55;-0,00;0,00;0,00;5004,71858;5000,37989;5006,39543;5002,04299;
20:55:7:781;1200;0;-55;-0,00;0,00;0,00;5004,71078;5000,38297;5006,39307;5002,04807;
20:55:8:735;1200;0;-55;-0,00;0,00;0,00;5004,69983;5000,37579;5006,39389;5002,04927;
20:55:9:769;1200;0;-55;-0,00;0,00;0,00;5004,69811;5000,37122;5006,38743;5002,04485;
20:55:10:801;1200;0;-55;-0,00;0,00;0,00;5004,70691;5000,37537;5006,38485;5002,03783;
20:55:11:788;1200;0;-55;-0,00;0,00;0,00;5004,70098;5000,37173;5006,38115;5002,04181;
20:55:12:820;1200;0;-55;-0,00;0,00;0,00;5004,69488;5000,37775;5006,38727;5002,03661;
20:55:13:822;1200;0;-55;-0,00;0,00;0,00;5004,70627;5000,37599;5006,38808;5002,03364;
20:55:14:870;1200;0;-55;-0,00;0,00;0,00;5004,69268;5000,37258;5006,38483;5002,03504;
20:55:15:874;1200;0;-55;-0,00;0,00;0,00;5004,70044;5000,37362;5006,38135;5002,03423;
20:55:16:873;1200;0;-55;-0,00;0,00;0,00;5004,69328;5000,36709;5006,38362;5002,02873;
20:55:17:874;1200;0;-55;-0,00;0,00;0,00;5004,69083;5000,37254;5006,37933;5002,03093;
20:55:18:908;1200;0;-55;-0,00;0,00;0,00;5004,69795;5000,3694;5006,38023;5002,03356;
20:55:19:925;1200;0;-55;-0,00;0,00;0,00;5004,68456;5000,36417;5006,38257;5002,03038;
20:55:20:926;1200;0;-55;-0,00;0,00;0,00;5004,69331;5000,36158;5006,37961;5002,03177;
20:55:21:930;1200;0;-55;-0,00;0,00;0,00;5004,69391;5000,37115;5006,37768;5002,02457;
20:55:22:963;1200;0;-55;-0,00;0,00;0,00;5004,68248;5000,36014;5006,37059;5002,02101;
20:55:23:961;1200;0;-55;-0,00;0,00;0,00;5004,69945;5000,34165;5006,3749;5002,01961;
20:55:24:997;1200;0;-55;-0,00;0,00;0,00;5004,69417;5000,35302;5006,37179;5002,01542;
20:55:25:982;1200;0;-55;-0,00;0,00;0,00;5004,69573;5000,35008;5006,37362;5002,01687;
20:55:27:15;1200;0;-55;-0,00;0,00;0,00;5004,70254;5000,33791;5006,37661;5002,01045;
20:55:28:73;1200;0;-55;-0,00;0,00;0,00;5004,68321;5000,34104;5006,37658;5002,0138;
20:55:29:33;1200;0;-55;-0,00;0,00;0,00;5004,67927;5000,35364;5006,37038;5002,02255;
20:55:30:66;1200;0;-55;-0,00;0,00;0,00;5004,67711;5000,34689;5006,36147;5002,0176;
20:55:31:91;1200;0;-55;-0,00;0,00;0,00;5004,68649;5000,34701;5006,36708;5002,02184;
20:55:32:70;1200;0;-55;-0,00;0,00;0,00;5004,67485;5000,34653;5006,36455;5002,02129;
20:55:33:87;1200;0;-55;-0,00;0,00;0,00;5004,68152;5000,35051;5006,36915;5002,01796;
20:55:34:119;1200;0;-55;-0,00;0,00;0,00;5004,67922;5000,35441;5006,36641;5002,0146;
20:55:35:122;1200;0;-55;-0,00;0,00;0,00;5004,68761;5000,35719;5006,36804;5002,01816;
20:55:36:153;1200;0;-55;-0,00;0,00;0,00;5004,67671;5000,34357;5006,3603;5002,01543;
20:55:37:155;1200;0;-55;-0,00;0,00;0,00;5004,67207;5000,34025;5006,36601;5002,00188;
20:55:38:168;1200;0;-55;-0,00;0,00;0,00;5004,6774;5000,32828;5006,36047;5002,00555;
20:55:39:190;1200;0;-55;-0,00;0,00;0,00;5004,68056;5000,33845;5006,35775;5001,99647;
20:55:40:206;1200;0;-55;-0,00;0,00;0,00;5004,67207;5000,33526;5006,35467;5001,99587;
20:55:41:194;1200;0;-55;-0,00;0,00;0,00;5004,67097;5000,33435;5006,3619;5002,00033;
20:55:42:194;1200;0;-55;-0,00;0,00;0,00;5004,67246;5000,33833;5006,35666;5002,00062;
20:55:43:244;1200;0;-55;-0,00;0,00;0,00;5004,66723;5000,33311;5006,35849;5002,0002;
20:55:44:246;1200;0;-55;-0,00;0,00;0,00;5004,67044;5000,34048;5006,3551;5002,00407;
20:55:45:277;1200;0;-55;-0,00;0,00;0,00;5004,66536;5000,33812;5006,35391;5001,99712;
20:55:46:281;1200;0;-55;-0,00;0,00;0,00;5004,66947;5000,32929;5006,35452;5001,99757;
20:55:47:281;1200;0;-55;-0,00;0,00;0,00;5004,6816;5000,33062;5006,34948;5001,99236;
20:55:48:296;1200;0;-55;-0,00;0,00;0,00;5004,66113;5000,31878;5006,34874;5001,99684;
20:55:49:331;1200;0;-55;-0,00;0,00;0,00;5004,673;5000,31624;5006,34885;5001,99552;
20:55:50:333;1200;0;-55;-0,00;0,00;0,00;5004,65919;5000,32976;5006,35395;5001,98927;
20:55:51:333;1200;0;-55;-0,00;0,00;0,00;5004,66512;5000,31754;5006,34616;5001,98822;
20:55:52:367;1200;0;-55;-0,00;0,00;0,00;5004,65747;5000,33262;5006,34923;5001,99159;
20:55:53:351;1200;0;-55;-0,00;0,00;0,00;5004,66099;5000,32597;5006,35292;5001,98913;
20:55:54:384;1200;0;-55;-0,00;0,00;0,00;5004,65003;5000,33546;5006,35335;5001,99388;
20:55:55:387;1200;0;-55;-0,00;0,00;0,00;5004,65878;5000,31924;5006,34618;5001,99286;
20:55:56:419;1200;0;-55;-0,00;0,00;0,00;5004,65474;5000,32011;5006,34987;5001,98305;
20:55:57:453;1200;0;-55;-0,00;0,00;0,00;5004,65661;5000,3215;5006,33747;5001,98775;
20:55:58:406;1200;0;-55;-0,00;0,00;0,00;5004,65386;5000,31352;5006,34391;5001,98928;
20:55:59:439;1200;0;-55;-0,00;0,00;0,00;5004,65797;5000,3166;5006,34543;5001,98203;
20:56:0:457;1200;0;-55;-0,00;0,00;0,00;5004,64034;5000,31628;5006,33684;5001,98754;
20:56:1:490;1200;0;-55;-0,00;0,00;0,00;5004,64699;5000,32021;5006,33807;5001,98167;
20:56:2:475;1200;0;-55;-0,00;0,00;0,00;5004,64253;5000,3049;5006,33145;5001,98781;
20:56:3:509;1200;0;-55;-0,00;0,00;0,00;5004,64249;5000,31259;5006,32859;5001,98529;
20:56:4:542;1200;0;-55;-0,00;0,00;0,00;5004,64518;5000,30549;5006,33295;5001,98054;
20:56:5:527;1200;0;-55;-0,00;0,00;0,00;5004,65753;5000,32586;5006,32435;5001,97349;
20:56:6:528;1200;0;-55;-0,00;0,00;0,00;5004,64853;5000,31926;5006,33322;5001,97349;
20:56:7:561;1200;0;-55;-0,00;0,00;0,00;5004,65038;5000,30427;5006,3281;5001,97346;
20:56:8:594;1200;0;-55;-0,00;0,00;0,00;5004,65281;5000,31441;5006,3322;5001,97313;
20:56:9:579;1200;0;-55;-0,00;0,00;0,00;5004,65223;5000,31217;5006,3233;5001,97678;
20:56:10:611;1200;0;-55;-0,00;0,00;0,00;5004,64383;5000,31325;5006,31686;5001,973;
20:56:11:598;1200;0;-55;-0,00;0,00;0,00;5004,64645;5000,30491;5006,32443;5001,96973;
20:56:12:632;1200;0;-55;-0,00;0,00;0,00;5004,64219;5000,30771;5006,32443;5001,96933;
20:56:13:667;1200;0;-55;-0,00;0,00;0,00;5004,64238;5000,30701;5006,32463;5001,96445;
20:56:14:652;1200;0;-55;-0,00;0,00;0,00;5004,63537;5000,3117;5006,32288;5001,96257;
20:56:15:684;1200;0;-55;-0,00;0,00;0,00;5004,63347;5000,31349;5006,32154;5001,9624;
20:56:16:701;1200;0;-55;-0,00;0,00;0,00;5004,63412;5000,29788;5006,31777;5001,96219;
20:56:17:702;1200;0;-55;-0,00;0,00;0,00;5004,63539;5000,3033;5006,31789;5001,96363;
20:56:18:735;1200;0;-55;-0,00;0,00;0,00;5004,63008;5000,30541;5006,31522;5001,95789;
20:56:19:736;1200;0;-55;-0,00;0,00;0,00;5004,62878;5000,29255;5006,30944;5001,96096;
20:56:20:752;1200;0;-55;-0,00;0,00;0,00;5004,64061;5000,29492;5006,31454;5001,96249;
20:56:21:755;1200;0;-55;-0,00;0,00;0,00;5004,62765;5000,30086;5006,32262;5001,96983;
20:56:22:773;1200;0;-55;-0,00;0,00;0,00;5004,6404;5000,29493;5006,32039;5001,95829;
20:56:23:793;1200;0;-55;-0,00;0,00;0,00;5004,63296;5000,29334;5006,31211;5001,95868;
20:56:24:823;1200;0;-55;-0,00;0,00;0,00;5004,62918;5000,30276;5006,30571;5001,95621;
20:56:25:808;1200;0;-55;-0,00;0,00;0,00;5004,62669;5000,2901;5006,29985;5001,95324;
20:56:26:809;1200;0;-55;-0,00;0,00;0,00;5004,62953;5000,29535;5006,30802;5001,95449;
20:56:27:860;1200;0;-55;-0,00;0,00;0,00;5004,61037;5000,28421;5006,30421;5001,95175;
20:56:28:879;1200;0;-55;-0,00;0,00;0,00;5004,62659;5000,27834;5006,30838;5001,94982;
20:56:29:877;1200;0;-55;-0,00;0,00;0,00;5004,61983;5000,26688;5006,30856;5001,94413;
20:56:30:897;1200;0;-55;-0,00;0,00;0,00;5004,6263;5000,28317;5006,305;5001,94277;
20:56:31:897;1200;0;-55;-0,00;0,00;0,00;5004,62543;5000,27773;5006,30609;5001,93817;
20:56:32:914;1200;0;-55;-0,00;0,00;0,00;5004,62105;5000,28082;5006,29994;5001,93938;
20:56:33:931;1200;0;-55;-0,00;0,00;0,00;5004,61341;5000,29305;5006,30025;5001,93923;
20:56:34:948;1200;0;-55;-0,00;0,00;0,00;5004,60982;5000,27251;5006,30261;5001,94979;
20:56:35:932;1200;0;-55;-0,00;0,00;0,00;5004,62369;5000,28036;5006,30448;5001,93983;
20:56:36:983;1200;0;-55;-0,00;0,00;0,00;5004,62022;5000,27543;5006,30172;5001,9418;
20:56:37:999;1200;0;-55;-0,00;0,00;0,00;5004,60967;5000,27406;5006,29323;5001,93506;
20:56:39:1;1200;0;-55;-0,00;0,00;0,00;5004,61549;5000,27281;5006,28966;5001,93346;
20:56:40:18;1200;0;-55;-0,00;0,00;0,00;5004,60867;5000,27433;5006,2948;5001,9359;
20:56:41:51;1200;0;-55;-0,00;0,00;0,00;5004,62214;5000,28036;5006,29287;5001,9266;
20:56:42:54;1200;0;-55;-0,00;0,00;0,00;5004,59865;5000,27974;5006,28918;5001,92619;
20:56:43:70;1200;0;-55;-0,00;0,00;0,00;5004,60924;5000,27781;5006,2904;5001,93075;
20:56:44:74;1200;0;-55;-0,00;0,00;0,00;5004,6049;5000,25777;5006,29398;5001,93043;
20:56:45:88;1200;0;-55;-0,00;0,00;0,00;5004,61676;5000,25899;5006,2902;5001,92532;
20:56:46:90;1200;0;-55;-0,00;0,00;0,00;5004,60312;5000,26473;5006,28865;5001,92284;
20:56:47:123;1200;0;-55;-0,00;0,00;0,00;5004,60916;5000,26854;5006,28924;5001,93074;
20:56:48:124;1200;0;-55;-0,00;0,00;0,00;5004,60754;5000,25355;5006,29024;5001,92868;
20:56:49:142;1200;0;-55;-0,00;0,00;0,00;5004,6115;5000,25653;5006,28533;5001,92653;
20:56:50:158;1200;0;-55;-0,00;0,00;0,00;5004,59569;5000,25399;5006,27655;5001,92939;
20:56:51:177;1200;0;-55;-0,00;0,00;0,00;5004,59374;5000,25018;5006,27789;5001,92753;
20:56:52:194;1200;0;-55;-0,00;0,00;0,00;5004,60298;5000,24923;5006,27555;5001,92213;
20:56:53:195;1200;0;-55;-0,00;0,00;0,00;5004,60245;5000,26213;5006,27687;5001,92122;
20:56:54:214;1200;0;-55;-0,00;0,00;0,00;5004,59338;5000,26027;5006,27766;5001,922;
20:56:55:230;1200;0;-55;-0,00;0,00;0,00;5004,59039;5000,25784;5006,28174;5001,92537;
20:56:56:231;1200;0;-55;-0,00;0,00;0,00;5004,60215;5000,24903;5006,28315;5001,92001;
20:56:57:264;1200;0;-55;-0,00;0,00;0,00;5004,60026;5000,24958;5006,28252;5001,91497;
20:56:58:280;1200;0;-55;-0,00;0,00;0,00;5004,59523;5000,259;5006,27969;5001,91487;
20:56:59:267;1200;0;-55;-0,00;0,00;0,00;5004,59712;5000,25363;5006,26866;5001,91703;
20:57:0:282;1200;0;-55;-0,00;0,00;0,00;5004,59379;5000,24649;5006,2684;5001,9169;
20:57:1:317;1200;0;-55;-0,00;0,00;0,00;5004,59409;5000,25331;5006,27379;5001,91292;
20:57:2:334;1200;0;-55;-0,00;0,00;0,00;5004,58817;5000,24812;5006,26978;5001,90985;
20:57:3:320;1200;0;-55;-0,00;0,00;0,00;5004,58352;5000,24886;5006,2675;5001,90866;
20:57:4:354;1200;0;-55;-0,00;0,00;0,00;5004,58701;5000,2441;5006,26981;5001,90971;
20:57:5:370;1200;0;-55;-0,00;0,00;0,00;5004,57901;5000,24594;5006,26606;5001,91165;
20:57:6:387;1200;0;-55;-0,00;0,00;0,00;5004,59654;5000,24861;5006,26992;5001,90338;
20:57:7:421;1200;0;-55;-0,00;0,00;0,00;5004,58475;5000,24481;5006,26544;5001,90613;
20:57:8:406;1200;0;-55;-0,00;0,00;0,00;5004,57719;5000,25849;5006,26705;5001,90905;
20:57:9:407;1200;0;-55;-0,00;0,00;0,00;5004,58845;5000,25464;5006,2662;5001,89769;
20:57:10:440;1200;0;-55;-0,00;0,00;0,00;5004,57363;5000,24449;5006,26797;5001,90229;
20:57:11:458;1200;0;-55;-0,00;0,00;0,00;5004,57751;5000,24824;5006,25986;5001,89793;
20:57:12:507;1200;0;-55;-0,00;0,00;0,00;5004,57022;5000,24055;5006,25794;5001,89395;
20:57:13:460;1200;0;-55;-0,00;0,00;0,00;5004,57743;5000,23545;5006,25768;5001,89823;
20:57:14:495;1200;0;-55;-0,00;0,00;0,00;5004,56733;5000,244;5006,25287;5001,89761;
20:57:15:529;1200;0;-55;-0,00;0,00;0,00;5004,57897;5000,22886;5006,25187;5001,89073;
20:57:16:537;1200;0;-55;-0,00;0,00;0,00;5004,56404;5000,23452;5006,25018;5001,90162;
20:57:17:545;1200;0;-55;-0,00;0,00;0,00;5004,56153;5000,22808;5006,24617;5001,89458;
20:57:18:562;1200;0;-55;-0,00;0,00;0,00;5004,57614;5000,22131;5006,24186;5001,89486;
20:57:19:564;1200;0;-55;-0,00;0,00;0,00;5004,56618;5000,225;5006,24421;5001,8928;
20:57:20:597;1200;0;-55;-0,00;0,00;0,00;5004,56125;5000,22834;5006,24131;5001,89322;
20:57:21:582;1200;0;-55;-0,00;0,00;0,00;5004,56882;5000,24573;5006,23959;5001,89432;
20:57:22:601;1200;0;-55;-0,00;0,00;0,00;5004,5635;5000,21739;5006,23559;5001,88694;
20:57:23:617;1200;0;-55;-0,00;0,00;0,00;5004,56655;5000,21537;5006,23692;5001,89343;
20:57:24:641;1200;0;-55;-0,00;0,00;0,00;5004,56332;5000,23656;5006,23154;5001,88612;
20:57:25:651;1200;0;-55;-0,00;0,00;0,00;5004,56221;5000,22863;5006,23304;5001,88293;
20:57:26:671;1200;0;-55;-0,00;0,00;0,00;5004,56636;5000,22819;5006,23834;5001,87783;
20:57:27:679;1200;0;-55;-0,00;0,00;0,00;5004,55569;5000,21543;5006,23813;5001,88403;
20:57:28:687;1200;0;-55;-0,00;0,00;0,00;5004,56148;5000,21525;5006,24005;5001,88174;
20:57:29:720;1200;0;-55;-0,00;0,00;0,00;5004,55455;5000,21742;5006,23977;5001,88509;
20:57:30:737;1200;0;-55;-0,00;0,00;0,00;5004,55883;5000,21228;5006,24304;5001,88804;
20:57:31:724;1200;0;-55;-0,00;0,00;0,00;5004,55106;5000,21073;5006,23996;5001,89048;
20:57:32:742;1200;0;-55;-0,00;0,00;0,00;5004,55192;5000,21112;5006,23589;5001,88506;
20:57:33:743;1200;0;-55;-0,00;0,00;0,00;5004,55239;5000,21337;5006,22974;5001,87851;
20:57:34:775;1200;0;-55;-0,00;0,00;0,00;5004,54171;5000,21273;5006,23577;5001,87363;
20:57:35:792;1200;0;-55;-0,00;0,00;0,00;5004,55117;5000,22286;5006,23682;5001,87852;
20:57:36:809;1200;0;-55;-0,00;0,00;0,00;5004,55906;5000,22203;5006,22526;5001,87608;
20:57:37:795;1200;0;-55;-0,00;0,00;0,00;5004,55611;5000,20062;5006,22942;5001,87038;
20:57:38:828;1200;0;-55;-0,00;0,00;0,00;5004,55494;5000,21216;5006,22893;5001,8707;
20:57:39:861;1200;0;-55;-0,00;0,00;0,00;5004,54707;5000,20309;5006,22901;5001,87061;
20:57:40:846;1200;0;-55;-0,00;0,00;0,00;5004,55255;5000,19772;5006,21766;5001,86989;
20:57:41:865;1200;0;-55;-0,00;0,00;0,00;5004,54494;5000,20118;5006,22892;5001,86764;
20:57:42:882;1200;0;-55;-0,00;0,00;0,00;5004,53364;5000,20886;5006,22575;5001,86826;
20:57:43:883;1200;0;-55;-0,00;0,00;0,00;5004,54538;5000,19506;5006,22248;5001,8679;
